Transaction_Date;Fiscal_Year;Customer_ID;Customer_Name;Industry;Industry_Segment;Product;Transaction_Value
07/01/2020;FY2020;57;Customer A0057;Material;Chemical;Product A008;238
09/01/2019;FY2019;57;Customer A0057;Material;Chemical;Product T005;249
05/01/2019;FY2019;57;Customer A0057;Material;Chemical;Product T005;249
07/01/2018;FY2018;5;Customer A0005;Life;F&B;Product F006;122
07/01/2021;FY2021;5;Customer A0005;Life;F&B;Product F006;125
11/01/2018;FY2018;862;Customer T0862;Material;Pulp & Paper;Product A008;25
11/01/2018;FY2018;862;Customer T0862;Material;Pulp & Paper;Product A008;91
11/01/2018;FY2018;862;Customer T0862;Material;Pulp & Paper;Product A008;147
01/01/2019;FY2018;605;Customer P0605;Energy;Downstream;Product A008;25
08/01/2018;FY2018;605;Customer P0605;Energy;Downstream;Product A008;25
11/01/2021;FY2021;605;Customer P0605;Energy;Downstream;Product A008;36
11/01/2021;FY2021;605;Customer P0605;Energy;Downstream;Product A008;52
01/01/2022;FY2021;605;Customer P0605;Energy;Downstream;Product T005;64
03/01/2021;FY2020;605;Customer P0605;Energy;Downstream;Product A008;106
09/01/2018;FY2018;605;Customer P0605;Energy;Downstream;Product A008;116
09/01/2018;FY2018;605;Customer P0605;Energy;Downstream;Product A008;125
03/01/2021;FY2020;605;Customer P0605;Energy;Downstream;Product A008;129
08/01/2022;FY2022;605;Customer P0605;Energy;Downstream;Product A008;213
08/01/2018;FY2018;605;Customer P0605;Energy;Downstream;Product A008;232
07/01/2022;FY2022;8;Customer A0008;Life;Domestic Water;Product A008;43
02/01/2020;FY2019;326;Customer I0326;Material;Mining & Metals;Product I004;26
02/01/2020;FY2019;326;Customer I0326;Material;Mining & Metals;Product I004;48
02/01/2020;FY2019;326;Customer I0326;Material;Mining & Metals;Product I004;63
02/01/2020;FY2019;326;Customer I0326;Material;Mining & Metals;Product I004;63
02/01/2020;FY2019;326;Customer I0326;Material;Mining & Metals;Product I004;191
09/01/2020;FY2020;219;Customer E0219;Energy;Upstream;Product A008;26
09/01/2018;FY2018;219;Customer E0219;Energy;Upstream;Product A008;162
08/01/2018;FY2018;219;Customer E0219;Energy;Upstream;Product A008;210
11/01/2020;FY2020;219;Customer E0219;Energy;Upstream;Product A008;217
09/01/2020;FY2020;306;Customer I0306;Material;Material Others;Product I004;26
09/01/2020;FY2020;306;Customer I0306;Material;Material Others;Product I004;26
09/01/2020;FY2020;306;Customer I0306;Material;Material Others;Product I004;48
09/01/2020;FY2020;306;Customer I0306;Material;Material Others;Product I004;89
09/01/2020;FY2020;603;Customer P0603;Energy;Downstream;Product A008;26
09/01/2020;FY2020;603;Customer P0603;Energy;Downstream;Product A008;111
10/01/2021;FY2021;453;Customer L0453;Energy;Petrochemical;Product A008;26
11/01/2019;FY2019;453;Customer L0453;Energy;Petrochemical;Product A008;77
02/01/2019;FY2018;483;Customer M0483;Material;Material Others;Product I004;26
02/01/2019;FY2018;483;Customer M0483;Material;Material Others;Product I004;187
04/01/2021;FY2021;17;Customer A0017;Life;F&B;Product F006;162
06/01/2022;FY2022;93;Customer B0093;Energy;E&S Others;Product I004;28
06/01/2022;FY2022;93;Customer B0093;Energy;E&S Others;Product I004;28
06/01/2022;FY2022;93;Customer B0093;Energy;E&S Others;Product I004;51
06/01/2022;FY2022;93;Customer B0093;Energy;E&S Others;Product I004;55
06/01/2022;FY2022;93;Customer B0093;Energy;E&S Others;Product I004;65
06/01/2022;FY2022;93;Customer B0093;Energy;E&S Others;Product I004;65
06/01/2022;FY2022;93;Customer B0093;Energy;E&S Others;Product I004;65
06/01/2022;FY2022;93;Customer B0093;Energy;E&S Others;Product I004;92
02/01/2019;FY2018;428;Customer K0428;Material;Mining & Metals;Product A008;28
05/01/2018;FY2018;428;Customer K0428;Material;Mining & Metals;Product A008;235
01/01/2021;FY2020;428;Customer K0428;Material;Mining & Metals;Product A008;252
11/01/2020;FY2020;466;Customer M0466;Material;Mining & Metals;Product A008;30
11/01/2020;FY2020;466;Customer M0466;Material;Mining & Metals;Product A008;100
09/01/2022;FY2022;466;Customer M0466;Material;Mining & Metals;Product A008;141
10/01/2021;FY2021;580;Customer P0580;Life;Domestic Water;Product P002;30
10/01/2021;FY2021;580;Customer P0580;Life;Domestic Water;Product P002;51
10/01/2021;FY2021;580;Customer P0580;Life;Domestic Water;Product P002;195
03/01/2021;FY2020;714;Customer P0714;Material;Chemical;Product P002;30
03/01/2021;FY2020;714;Customer P0714;Material;Chemical;Product P002;60
01/01/2021;FY2020;714;Customer P0714;Material;Chemical;Product T005;87
03/01/2021;FY2020;714;Customer P0714;Material;Chemical;Product P002;182
06/01/2022;FY2022;714;Customer P0714;Material;Chemical;Product I004;191
03/01/2021;FY2020;714;Customer P0714;Material;Chemical;Product P002;195
11/01/2020;FY2020;26;Customer A0026;Life;F&B;Product F006;238
08/01/2020;FY2020;26;Customer A0026;Life;F&B;Product F006;238
03/01/2019;FY2018;26;Customer A0026;Life;F&B;Product F006;238
09/01/2018;FY2018;26;Customer A0026;Life;F&B;Product F006;238
05/01/2022;FY2022;26;Customer A0026;Life;F&B;Product F006;244
06/01/2018;FY2018;586;Customer P0586;Life;Domestic Water;Product P002;30
09/01/2022;FY2022;586;Customer P0586;Life;Domestic Water;Product P002;86
09/01/2022;FY2022;586;Customer P0586;Life;Domestic Water;Product P002;118
09/01/2021;FY2021;586;Customer P0586;Life;Domestic Water;Product P002;125
09/01/2022;FY2022;586;Customer P0586;Life;Domestic Water;Product P002;174
06/01/2018;FY2018;586;Customer P0586;Life;Domestic Water;Product P002;177
01/01/2020;FY2019;586;Customer P0586;Life;Domestic Water;Product P002;183
09/01/2022;FY2022;586;Customer P0586;Life;Domestic Water;Product P002;193
01/01/2020;FY2019;586;Customer P0586;Life;Domestic Water;Product P002;216
09/01/2021;FY2021;586;Customer P0586;Life;Domestic Water;Product P002;251
09/01/2022;FY2022;586;Customer P0586;Life;Domestic Water;Product P002;255
10/01/2019;FY2019;27;Customer A0027;Life;F&B;Product F006;160
06/01/2022;FY2022;27;Customer A0027;Life;F&B;Product T005;198
03/01/2020;FY2019;27;Customer A0027;Life;F&B;Product F006;236
12/01/2019;FY2019;27;Customer A0027;Life;F&B;Product F006;236
12/01/2019;FY2019;27;Customer A0027;Life;F&B;Product F006;236
12/01/2019;FY2019;27;Customer A0027;Life;F&B;Product F006;236
07/01/2019;FY2019;27;Customer A0027;Life;F&B;Product F006;236
07/01/2019;FY2019;27;Customer A0027;Life;F&B;Product F006;236
12/01/2020;FY2020;27;Customer A0027;Life;F&B;Product F006;238
11/01/2020;FY2020;27;Customer A0027;Life;F&B;Product F006;238
07/01/2020;FY2020;27;Customer A0027;Life;F&B;Product F006;238
07/01/2020;FY2020;27;Customer A0027;Life;F&B;Product F006;238
03/01/2019;FY2018;27;Customer A0027;Life;F&B;Product F006;238
11/01/2018;FY2018;27;Customer A0027;Life;F&B;Product F006;238
10/01/2018;FY2018;27;Customer A0027;Life;F&B;Product F006;238
09/01/2018;FY2018;27;Customer A0027;Life;F&B;Product F006;238
06/01/2022;FY2022;27;Customer A0027;Life;F&B;Product I004;245
03/01/2020;FY2019;27;Customer A0027;Life;F&B;Product T005;253
03/01/2020;FY2019;27;Customer A0027;Life;F&B;Product T005;253
06/01/2019;FY2019;205;Customer E0205;Energy;Upstream;Product T005;31
06/01/2019;FY2019;205;Customer E0205;Energy;Upstream;Product T005;135
06/01/2019;FY2019;205;Customer E0205;Energy;Upstream;Product T005;155
11/01/2020;FY2020;205;Customer E0205;Energy;Upstream;Product T005;228
09/01/2020;FY2020;28;Customer A0028;Material;Material Others;Product I004;41
09/01/2020;FY2020;28;Customer A0028;Material;Material Others;Product I004;41
02/01/2023;FY2022;28;Customer A0028;Material;Material Others;Product I004;89
02/01/2019;FY2018;28;Customer A0028;Material;Material Others;Product C001;233
10/01/2018;FY2018;199;Customer E0199;Material;Chemical;Product T005;31
10/01/2018;FY2018;199;Customer E0199;Material;Chemical;Product T005;68
10/01/2018;FY2018;199;Customer E0199;Material;Chemical;Product T005;78
11/01/2018;FY2018;199;Customer E0199;Material;Chemical;Product T005;203
11/01/2018;FY2018;199;Customer E0199;Material;Chemical;Product T005;233
10/01/2018;FY2018;701;Customer P0701;Energy;Upstream;Product T005;31
10/01/2018;FY2018;701;Customer P0701;Energy;Upstream;Product T005;31
11/01/2021;FY2021;473;Customer M0473;Energy;Upstream;Product T005;31
11/01/2022;FY2022;473;Customer M0473;Energy;Upstream;Product T005;165
09/01/2022;FY2022;114;Customer B0114;Energy;Upstream;Product T005;32
04/01/2018;FY2018;114;Customer B0114;Energy;Upstream;Product T005;33
01/01/2022;FY2021;114;Customer B0114;Energy;Upstream;Product A008;53
06/01/2018;FY2018;114;Customer B0114;Energy;Upstream;Product F006;58
12/01/2019;FY2019;114;Customer B0114;Energy;Upstream;Product T005;61
02/01/2022;FY2021;114;Customer B0114;Energy;Upstream;Product I004;63
02/01/2022;FY2021;114;Customer B0114;Energy;Upstream;Product I004;63
05/01/2019;FY2019;114;Customer B0114;Energy;Upstream;Product T005;66
06/01/2021;FY2021;114;Customer B0114;Energy;Upstream;Product T005;67
11/01/2018;FY2018;114;Customer B0114;Energy;Upstream;Product T005;76
09/01/2021;FY2021;114;Customer B0114;Energy;Upstream;Product T005;77
09/01/2021;FY2021;114;Customer B0114;Energy;Upstream;Product T005;77
09/01/2021;FY2021;114;Customer B0114;Energy;Upstream;Product T005;77
07/01/2021;FY2021;114;Customer B0114;Energy;Upstream;Product T005;77
11/01/2018;FY2018;114;Customer B0114;Energy;Upstream;Product A008;92
06/01/2018;FY2018;114;Customer B0114;Energy;Upstream;Product A008;92
12/01/2022;FY2022;114;Customer B0114;Energy;Upstream;Product T005;104
08/01/2022;FY2022;114;Customer B0114;Energy;Upstream;Product I004;127
12/01/2020;FY2020;114;Customer B0114;Energy;Upstream;Product I004;127
09/01/2022;FY2022;114;Customer B0114;Energy;Upstream;Product T005;133
06/01/2018;FY2018;114;Customer B0114;Energy;Upstream;Product T005;135
10/01/2022;FY2022;114;Customer B0114;Energy;Upstream;Product T005;146
10/01/2022;FY2022;114;Customer B0114;Energy;Upstream;Product T005;153
06/01/2018;FY2018;114;Customer B0114;Energy;Upstream;Product T005;155
03/01/2021;FY2020;114;Customer B0114;Energy;Upstream;Product I004;175
04/01/2019;FY2019;114;Customer B0114;Energy;Upstream;Product T005;183
06/01/2021;FY2021;114;Customer B0114;Energy;Upstream;Product A008;238
01/01/2019;FY2018;114;Customer B0114;Energy;Upstream;Product T005;245
04/01/2019;FY2019;35;Customer A0035;Energy;E&S Others;Product T005;200
12/01/2020;FY2020;540;Customer N0540;Life;Life Science;Product I004;33
12/01/2020;FY2020;540;Customer N0540;Life;Life Science;Product I004;81
12/01/2020;FY2020;540;Customer N0540;Life;Life Science;Product I004;133
12/01/2020;FY2020;540;Customer N0540;Life;Life Science;Product I004;218
06/01/2020;FY2020;261;Customer H0261;Energy;Upstream;Product I004;33
06/01/2020;FY2020;261;Customer H0261;Energy;Upstream;Product I004;218
01/01/2020;FY2019;431;Customer K0431;Life;Domestic Water;Product F006;34
08/01/2021;FY2021;318;Customer I0318;Energy;Conventional Power;Product P002;35
08/01/2021;FY2021;318;Customer I0318;Energy;Conventional Power;Product P002;245
11/01/2019;FY2019;791;Customer S0791;Material;Chemical;Product A008;35
11/01/2019;FY2019;791;Customer S0791;Material;Chemical;Product A008;83
11/01/2019;FY2019;791;Customer S0791;Material;Chemical;Product A008;165
12/01/2020;FY2020;791;Customer S0791;Material;Chemical;Product F006;256
03/01/2019;FY2018;43;Customer A0043;Energy;Upstream;Product T005;250
12/01/2019;FY2019;46;Customer A0046;Material;Mining & Metals;Product A008;46
12/01/2019;FY2019;46;Customer A0046;Material;Mining & Metals;Product A008;49
07/01/2020;FY2020;403;Customer K0403;Material;Material Others;Product I004;36
07/01/2020;FY2020;403;Customer K0403;Material;Material Others;Product I004;37
09/01/2020;FY2020;910;Customer U0910;Life;Life Science;Product I004;36
02/01/2019;FY2018;860;Customer T0860;Material;Pulp & Paper;Product A008;36
02/01/2019;FY2018;861;Customer T0861;Material;Pulp & Paper;Product A008;36
02/01/2019;FY2018;860;Customer T0860;Material;Pulp & Paper;Product A008;41
02/01/2019;FY2018;861;Customer T0861;Material;Pulp & Paper;Product A008;41
02/01/2019;FY2018;860;Customer T0860;Material;Pulp & Paper;Product A008;43
02/01/2019;FY2018;861;Customer T0861;Material;Pulp & Paper;Product A008;43
02/01/2019;FY2018;860;Customer T0860;Material;Pulp & Paper;Product A008;55
02/01/2019;FY2018;861;Customer T0861;Material;Pulp & Paper;Product A008;55
02/01/2019;FY2018;860;Customer T0860;Material;Pulp & Paper;Product A008;187
02/01/2019;FY2018;861;Customer T0861;Material;Pulp & Paper;Product A008;187
05/01/2020;FY2020;860;Customer T0860;Material;Pulp & Paper;Product F006;193
05/01/2020;FY2020;861;Customer T0861;Material;Pulp & Paper;Product F006;193
10/01/2021;FY2021;860;Customer T0860;Material;Pulp & Paper;Product F006;238
10/01/2021;FY2021;861;Customer T0861;Material;Pulp & Paper;Product F006;238
07/01/2021;FY2021;860;Customer T0860;Material;Pulp & Paper;Product F006;238
07/01/2021;FY2021;861;Customer T0861;Material;Pulp & Paper;Product F006;238
09/01/2022;FY2022;860;Customer T0860;Material;Pulp & Paper;Product F006;244
09/01/2022;FY2022;861;Customer T0861;Material;Pulp & Paper;Product F006;244
08/01/2022;FY2022;860;Customer T0860;Material;Pulp & Paper;Product F006;244
08/01/2022;FY2022;861;Customer T0861;Material;Pulp & Paper;Product F006;244
04/01/2022;FY2022;860;Customer T0860;Material;Pulp & Paper;Product F006;244
04/01/2022;FY2022;861;Customer T0861;Material;Pulp & Paper;Product F006;244
02/01/2022;FY2021;860;Customer T0860;Material;Pulp & Paper;Product F006;244
02/01/2022;FY2021;861;Customer T0861;Material;Pulp & Paper;Product F006;244
10/01/2018;FY2018;303;Customer I0303;Life;F&B;Product F006;37
07/01/2019;FY2019;286;Customer I0286;Material;Pulp & Paper;Product A008;38
06/01/2018;FY2018;286;Customer I0286;Material;Pulp & Paper;Product F006;57
07/01/2019;FY2019;286;Customer I0286;Material;Pulp & Paper;Product A008;75
07/01/2019;FY2019;286;Customer I0286;Material;Pulp & Paper;Product A008;75
07/01/2019;FY2019;286;Customer I0286;Material;Pulp & Paper;Product A008;75
07/01/2019;FY2019;286;Customer I0286;Material;Pulp & Paper;Product A008;75
02/01/2019;FY2018;286;Customer I0286;Material;Pulp & Paper;Product T005;151
05/01/2019;FY2019;286;Customer I0286;Material;Pulp & Paper;Product F006;155
05/01/2019;FY2019;286;Customer I0286;Material;Pulp & Paper;Product F006;155
04/01/2019;FY2019;286;Customer I0286;Material;Pulp & Paper;Product F006;155
01/01/2022;FY2021;286;Customer I0286;Material;Pulp & Paper;Product T005;157
04/01/2021;FY2021;286;Customer I0286;Material;Pulp & Paper;Product F006;157
09/01/2022;FY2022;286;Customer I0286;Material;Pulp & Paper;Product F006;161
06/01/2022;FY2022;286;Customer I0286;Material;Pulp & Paper;Product F006;161
02/01/2022;FY2021;286;Customer I0286;Material;Pulp & Paper;Product F006;161
01/01/2022;FY2021;286;Customer I0286;Material;Pulp & Paper;Product F006;213
07/01/2018;FY2018;286;Customer I0286;Material;Pulp & Paper;Product F006;234
05/01/2018;FY2018;286;Customer I0286;Material;Pulp & Paper;Product F006;234
02/01/2019;FY2018;286;Customer I0286;Material;Pulp & Paper;Product T005;250
02/01/2020;FY2019;286;Customer I0286;Material;Pulp & Paper;Product A008;253
04/01/2019;FY2019;286;Customer I0286;Material;Pulp & Paper;Product T005;253
10/01/2018;FY2018;286;Customer I0286;Material;Pulp & Paper;Product F006;254
12/01/2021;FY2021;286;Customer I0286;Material;Pulp & Paper;Product T005;256
07/01/2021;FY2021;536;Customer N0536;Material;Chemical;Product A008;38
07/01/2021;FY2021;537;Customer N0537;Material;Chemical;Product A008;38
01/01/2020;FY2019;536;Customer N0536;Material;Chemical;Product A008;77
01/01/2020;FY2019;537;Customer N0537;Material;Chemical;Product A008;77
01/01/2021;FY2020;380;Customer K0380;Material;Speciality & Fine Chemical;Product A008;38
07/01/2020;FY2020;380;Customer K0380;Material;Speciality & Fine Chemical;Product T005;131
12/01/2019;FY2019;380;Customer K0380;Material;Speciality & Fine Chemical;Product A008;133
04/01/2020;FY2020;380;Customer K0380;Material;Speciality & Fine Chemical;Product A008;146
05/01/2022;FY2022;711;Customer P0711;Material;Chemical;Product A008;40
05/01/2022;FY2022;711;Customer P0711;Material;Chemical;Product A008;40
05/01/2022;FY2022;711;Customer P0711;Material;Chemical;Product A008;40
06/01/2019;FY2019;59;Customer A0059;Life;F&B;Product F006;171
10/01/2019;FY2019;135;Customer C0135;Energy;Petrochemical;Product A008;41
10/01/2022;FY2022;135;Customer C0135;Energy;Petrochemical;Product A008;54
11/01/2018;FY2018;135;Customer C0135;Energy;Petrochemical;Product A008;137
11/01/2018;FY2018;135;Customer C0135;Energy;Petrochemical;Product A008;200
07/01/2021;FY2021;135;Customer C0135;Energy;Petrochemical;Product F006;222
01/01/2019;FY2018;135;Customer C0135;Energy;Petrochemical;Product T005;223
01/01/2019;FY2018;135;Customer C0135;Energy;Petrochemical;Product T005;223
11/01/2018;FY2018;135;Customer C0135;Energy;Petrochemical;Product T005;223
08/01/2019;FY2019;135;Customer C0135;Energy;Petrochemical;Product T005;226
05/01/2019;FY2019;135;Customer C0135;Energy;Petrochemical;Product T005;226
04/01/2020;FY2020;135;Customer C0135;Energy;Petrochemical;Product T005;228
04/01/2019;FY2019;135;Customer C0135;Energy;Petrochemical;Product A008;238
11/01/2021;FY2021;135;Customer C0135;Energy;Petrochemical;Product A008;240
02/01/2021;FY2020;135;Customer C0135;Energy;Petrochemical;Product A008;240
11/01/2022;FY2022;227;Customer F0227;Material;Mining & Metals;Product F006;42
11/01/2022;FY2022;227;Customer F0227;Material;Mining & Metals;Product F006;42
11/01/2022;FY2022;227;Customer F0227;Material;Mining & Metals;Product F006;42
11/01/2022;FY2022;227;Customer F0227;Material;Mining & Metals;Product F006;42
11/01/2022;FY2022;227;Customer F0227;Material;Mining & Metals;Product F006;42
11/01/2022;FY2022;227;Customer F0227;Material;Mining & Metals;Product F006;42
10/01/2022;FY2022;227;Customer F0227;Material;Mining & Metals;Product F006;42
10/01/2022;FY2022;227;Customer F0227;Material;Mining & Metals;Product F006;42
10/01/2022;FY2022;227;Customer F0227;Material;Mining & Metals;Product F006;42
11/01/2022;FY2022;227;Customer F0227;Material;Mining & Metals;Product F006;43
11/01/2022;FY2022;227;Customer F0227;Material;Mining & Metals;Product F006;43
11/01/2022;FY2022;227;Customer F0227;Material;Mining & Metals;Product F006;43
11/01/2022;FY2022;227;Customer F0227;Material;Mining & Metals;Product F006;43
11/01/2022;FY2022;227;Customer F0227;Material;Mining & Metals;Product F006;43
11/01/2022;FY2022;227;Customer F0227;Material;Mining & Metals;Product F006;43
11/01/2022;FY2022;227;Customer F0227;Material;Mining & Metals;Product F006;43
11/01/2022;FY2022;227;Customer F0227;Material;Mining & Metals;Product F006;43
11/01/2022;FY2022;227;Customer F0227;Material;Mining & Metals;Product F006;43
11/01/2022;FY2022;227;Customer F0227;Material;Mining & Metals;Product F006;100
11/01/2022;FY2022;227;Customer F0227;Material;Mining & Metals;Product F006;100
11/01/2022;FY2022;227;Customer F0227;Material;Mining & Metals;Product F006;102
11/01/2022;FY2022;227;Customer F0227;Material;Mining & Metals;Product F006;102
11/01/2022;FY2022;227;Customer F0227;Material;Mining & Metals;Product F006;102
11/01/2022;FY2022;227;Customer F0227;Material;Mining & Metals;Product F006;102
11/01/2022;FY2022;227;Customer F0227;Material;Mining & Metals;Product F006;102
11/01/2022;FY2022;227;Customer F0227;Material;Mining & Metals;Product F006;102
11/01/2022;FY2022;227;Customer F0227;Material;Mining & Metals;Product F006;102
10/01/2022;FY2022;227;Customer F0227;Material;Mining & Metals;Product F006;102
10/01/2022;FY2022;227;Customer F0227;Material;Mining & Metals;Product F006;102
09/01/2022;FY2022;227;Customer F0227;Material;Mining & Metals;Product F006;102
09/01/2022;FY2022;227;Customer F0227;Material;Mining & Metals;Product F006;102
09/01/2022;FY2022;227;Customer F0227;Material;Mining & Metals;Product F006;102
09/01/2022;FY2022;227;Customer F0227;Material;Mining & Metals;Product F006;102
09/01/2022;FY2022;227;Customer F0227;Material;Mining & Metals;Product F006;102
09/01/2022;FY2022;227;Customer F0227;Material;Mining & Metals;Product F006;102
09/01/2022;FY2022;227;Customer F0227;Material;Mining & Metals;Product F006;102
09/01/2022;FY2022;227;Customer F0227;Material;Mining & Metals;Product F006;102
09/01/2022;FY2022;227;Customer F0227;Material;Mining & Metals;Product F006;102
09/01/2022;FY2022;227;Customer F0227;Material;Mining & Metals;Product F006;102
09/01/2022;FY2022;227;Customer F0227;Material;Mining & Metals;Product F006;102
09/01/2022;FY2022;227;Customer F0227;Material;Mining & Metals;Product F006;102
09/01/2022;FY2022;227;Customer F0227;Material;Mining & Metals;Product F006;102
08/01/2022;FY2022;227;Customer F0227;Material;Mining & Metals;Product F006;102
08/01/2022;FY2022;227;Customer F0227;Material;Mining & Metals;Product F006;102
08/01/2022;FY2022;227;Customer F0227;Material;Mining & Metals;Product F006;102
08/01/2022;FY2022;227;Customer F0227;Material;Mining & Metals;Product F006;102
08/01/2022;FY2022;227;Customer F0227;Material;Mining & Metals;Product F006;102
08/01/2022;FY2022;227;Customer F0227;Material;Mining & Metals;Product F006;102
08/01/2022;FY2022;227;Customer F0227;Material;Mining & Metals;Product F006;102
08/01/2022;FY2022;227;Customer F0227;Material;Mining & Metals;Product F006;102
08/01/2022;FY2022;227;Customer F0227;Material;Mining & Metals;Product F006;102
08/01/2022;FY2022;227;Customer F0227;Material;Mining & Metals;Product F006;102
